"ref_area","source","indicator","sex","classif1","time","obs_value","obs_status","note_classif","note_indicator","note_source"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_X","2021",0.402,"U",,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2021",279.211,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2021",8.506,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2021",124.404,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2021",42.622,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2021",29.013,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2021",34.233,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2021",4.304,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2021",5.757,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2021",27.882,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_X","2021",2.491,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_TOTAL","2021",130.095,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_1","2021",3.44,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_2","2021",43.029,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_3","2021",22.615,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_4","2021",12.067,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_5","2021",20.102,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_7","2021",4.066,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_8","2021",5.675,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_9","2021",17.271,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_X","2021",1.831,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_TOTAL","2021",149.116,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_1","2021",5.066,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_2","2021",81.375,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_3","2021",20.008,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_4","2021",16.946,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_5","2021",14.131,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_7","2021",,"U",,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_8","2021",,"U",,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_9","2021",10.611,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_X","2021",0.66,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2020",288.381,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2020",170.616,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2020",89.002,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2020",27.514,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2020",1.25,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_TOTAL","2020",136.488,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_L3-4","2020",67.213,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_L2","2020",53.278,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_L1","2020",15.666,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_X","2020",0.332,"U",,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_TOTAL","2020",151.893,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_L3-4","2020",103.403,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_L2","2020",35.724,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_L1","2020",11.849,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_X","2020",0.918,"U",,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2020",288.381,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2020",8.513,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2020",130.058,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2020",35.802,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2020",31.401,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2020",36.569,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_6","2020",,"U",,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2020",6.351,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2020",8.413,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2020",28.472,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_X","2020",2.78,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_TOTAL","2020",136.488,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_1","2020",2.343,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_2","2020",49.833,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_3","2020",17.7,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_4","2020",12.65,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_5","2020",21.934,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_6","2020",,"U",,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_7","2020",6.351,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_8","2020",8.232,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_9","2020",16.444,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_X","2020",0.977,"U",,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_TOTAL","2020",151.893,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_1","2020",6.169,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_2","2020",80.225,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_3","2020",18.102,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_4","2020",18.751,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_5","2020",14.634,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_6","2020",,"U",,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_7","2020",0,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_8","2020",0.181,"U",,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_9","2020",12.029,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_X","2020",1.803,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2019",302.015,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2019",183.315,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2019",91.733,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2019",24.692,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2019",2.276,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_TOTAL","2019",148.923,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_L3-4","2019",76.52,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_L2","2019",55.275,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_L1","2019",16.121,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_X","2019",1.007,"U",,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_TOTAL","2019",153.092,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_L3-4","2019",106.794,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_L2","2019",36.458,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_L1","2019",8.571,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_X","2019",1.268,"U",,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2019",302.015,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2019",11.081,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2019",132.742,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2019",42.729,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2019",34.088,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2019",37.246,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2019",6.652,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2019",8.532,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2019",25.422,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_X","2019",3.524,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_TOTAL","2019",148.923,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_1","2019",4.67,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_2","2019",50.299,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_3","2019",22.741,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_4","2019",15.22,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_5","2019",22.606,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_7","2019",6.405,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_8","2019",8.44,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_9","2019",16.721,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_X","2019",1.823,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_TOTAL","2019",153.092,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_1","2019",6.411,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_2","2019",82.443,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_3","2019",19.988,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_4","2019",18.868,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_5","2019",14.64,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_7","2019",,"U",,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_8","2019",,"U",,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_9","2019",8.701,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_X","2019",1.702,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2018",268.442,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2018",151.766,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2018",89.541,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2018",24.81,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2018",2.326,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_TOTAL","2018",138.506,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_L3-4","2018",65.419,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_L2","2018",54.73,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_L1","2018",17.188,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_X","2018",1.168,"U",,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_TOTAL","2018",129.936,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_L3-4","2018",86.347,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_L2","2018",34.81,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_L1","2018",7.621,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_X","2018",1.157,"U",,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2018",268.442,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2018",11.859,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2018",105.762,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2018",36.221,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2018",34.877,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2018",38.506,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2018",7.764,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2018",4.589,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2018",25.682,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_X","2018",3.184,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_TOTAL","2018",138.506,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_1","2018",7.027,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_2","2018",37.708,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_3","2018",22.147,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_4","2018",17.95,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_5","2018",21.69,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_7","2018",7.764,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_8","2018",4.538,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_9","2018",17.919,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_X","2018",1.764,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_TOTAL","2018",129.936,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_1","2018",4.832,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_2","2018",68.055,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_3","2018",14.074,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_4","2018",16.926,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_5","2018",16.817,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_7","2018",0,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_8","2018",,"U",,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_9","2018",7.763,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_X","2018",1.42,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2017",292.624,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2017",167.418,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2017",90.384,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2017",30.782,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2017",4.041,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_TOTAL","2017",153.042,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_L3-4","2017",76.506,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_L2","2017",55.61,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_L1","2017",18.225,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_SKILL_X","2017",2.702,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_TOTAL","2017",139.582,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_L3-4","2017",90.912,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_L2","2017",34.774,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_L1","2017",12.557,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_SKILL_X","2017",1.339,"U",,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2017",292.624,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2017",13.91,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2017",112.379,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2017",40.626,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2017",35.202,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2017",39.639,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2017",5.797,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2017",6.596,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2017",31.427,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_T","OCU_ISCO08_X","2017",7.05,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_TOTAL","2017",153.042,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_1","2017",7.883,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_2","2017",40.959,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_3","2017",27.213,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_4","2017",14.737,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_5","2017",26.898,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_7","2017",5.734,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_8","2017",6.503,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_9","2017",18.515,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_M","OCU_ISCO08_X","2017",4.6,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_TOTAL","2017",139.582,,,,"R1:3513"
"CRI","BA:12883","EMP_PUBL_SEX_OCU_NB","SEX_F","OCU_ISCO08_1","2017",6.027,,,,"R1:3513"
