"ref_area","source","indicator","sex","time","obs_value","obs_status","note_indicator","note_source"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_T","2021",2608.84,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_M","2021",2666.25,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_F","2021",2511.66,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_T","2020",5760,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_M","2020",5663.83,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_F","2020",5850.75,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_T","2019",5291.68,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_M","2019",5143.68,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_F","2019",5434.18,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_T","2018",5331.63,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_M","2018",5368.53,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_F","2018",5295.45,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_T","2017",5216.97,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_M","2017",5086.71,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_F","2017",5351.53,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_T","2016",5250.99,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_M","2016",5064.44,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_F","2016",5456.32,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_T","2015",4971.53,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_M","2015",4827.35,,"T30:72","R1:3513"
"CRI","BX:142","EAR_HUBL_SEX_NB","SEX_F","2015",5121.78,,"T30:72","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_T","2023",231.83,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_M","2023",229.97,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_F","2023",233.48,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_T","2022",195.12,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_M","2022",174.42,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_F","2022",214.09,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_T","2021",211.66,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_M","2021",186.08,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_F","2021",235.38,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_T","2020",235.79,"B","I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_M","2020",213.67,"B","I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_F","2020",257.1,"B","I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_T","2019",164.2,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_M","2019",150.52,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_F","2019",176.04,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_T","2018",157.28,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_M","2018",148,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_F","2018",165.8,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_T","2017",143.89,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_M","2017",125.25,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_F","2017",160.84,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_T","2016",125.37,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_M","2016",107.4,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_F","2016",143.14,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_T","2015",126.94,"B","I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_M","2015",107.36,"B","I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_HUBL_SEX_NB","SEX_F","2015",145.08,"B","I11:264_T30:76","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_T","2022",20.91,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_M","2022",20.88,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_F","2022",20.99,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_T","2021",21.16,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_M","2021",20.87,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_F","2021",21.76,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_T","2020",19.98,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_M","2020",19.97,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_F","2020",20,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_T","2019",22.69,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_M","2019",23.16,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_F","2019",21.55,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_T","2018",13.55,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_M","2018",13.92,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_F","2018",12.75,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_T","2017",14.7,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_M","2017",15.06,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_F","2017",13.9,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_T","2016",13.24,"B","I11:264_T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_M","2016",13.45,"B","I11:264_T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_F","2016",12.71,"B","I11:264_T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_T","2015",11.47,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_M","2015",11.68,,"T30:15","R1:3513"
"EGY","BA:582","EAR_HUBL_SEX_NB","SEX_F","2015",10.99,,"T30:15","R1:3513"
"ETH","BA:1126","EAR_HUBL_SEX_NB","SEX_T","2021",37.32,,"T30:17","R1:3513"
"ETH","BA:1126","EAR_HUBL_SEX_NB","SEX_M","2021",38.98,,"T30:17","R1:3513"
"ETH","BA:1126","EAR_HUBL_SEX_NB","SEX_F","2021",34.39,,"T30:17","R1:3513"
"FRA","BA:148","EAR_HUBL_SEX_NB","SEX_T","2020",15.32,,"T30:175","R1:3513"
"FRA","BA:148","EAR_HUBL_SEX_NB","SEX_M","2020",16.72,,"T30:175","R1:3513"
"FRA","BA:148","EAR_HUBL_SEX_NB","SEX_F","2020",14.5,,"T30:175","R1:3513"
"FRA","BA:148","EAR_HUBL_SEX_NB","SEX_T","2019",15.1,,"T30:175","R1:3513"
"FRA","BA:148","EAR_HUBL_SEX_NB","SEX_M","2019",16.53,,"T30:175","R1:3513"
"FRA","BA:148","EAR_HUBL_SEX_NB","SEX_F","2019",14.24,,"T30:175","R1:3513"
"FRA","BA:148","EAR_HUBL_SEX_NB","SEX_T","2018",14.96,,"T30:175","R1:3513"
"FRA","BA:148","EAR_HUBL_SEX_NB","SEX_M","2018",15.48,,"T30:175","R1:3513"
"FRA","BA:148","EAR_HUBL_SEX_NB","SEX_F","2018",14.66,,"T30:175","R1:3513"
"FRA","BA:148","EAR_HUBL_SEX_NB","SEX_T","2017",14.36,,"T30:175","R1:3513"
"FRA","BA:148","EAR_HUBL_SEX_NB","SEX_M","2017",15.23,,"T30:175","R1:3513"
"FRA","BA:148","EAR_HUBL_SEX_NB","SEX_F","2017",13.84,,"T30:175","R1:3513"
"FRA","BA:148","EAR_HUBL_SEX_NB","SEX_T","2016",14.53,,"T30:175","R1:3513"
"FRA","BA:148","EAR_HUBL_SEX_NB","SEX_M","2016",15.44,,"T30:175","R1:3513"
"FRA","BA:148","EAR_HUBL_SEX_NB","SEX_F","2016",13.99,,"T30:175","R1:3513"
"FRA","BA:148","EAR_HUBL_SEX_NB","SEX_T","2015",14.35,,"T30:175","R1:3513"
"FRA","BA:148","EAR_HUBL_SEX_NB","SEX_M","2015",15.04,,"T30:175","R1:3513"
"FRA","BA:148","EAR_HUBL_SEX_NB","SEX_F","2015",13.93,,"T30:175","R1:3513"
"GHA","BA:1163","EAR_HUBL_SEX_NB","SEX_T","2015",7.7,"B","I11:264_T30:20","R1:3513"
"GHA","BA:1163","EAR_HUBL_SEX_NB","SEX_M","2015",8.27,"B","I11:264_T30:20","R1:3513"
"GHA","BA:1163","EAR_HUBL_SEX_NB","SEX_F","2015",7,"B","I11:264_T30:20","R1:3513"
"GHA","BB:16203","EAR_HUBL_SEX_NB","SEX_T","2022",15.09,,"T30:20","R1:3513"
"GHA","BB:16203","EAR_HUBL_SEX_NB","SEX_M","2022",16.53,,"T30:20","R1:3513"
"GHA","BB:16203","EAR_HUBL_SEX_NB","SEX_F","2022",12.85,,"T30:20","R1:3513"
"GHA","BB:3078","EAR_HUBL_SEX_NB","SEX_T","2017",11.38,"B","I11:264_T30:20","R1:3513"
"GHA","BB:3078","EAR_HUBL_SEX_NB","SEX_M","2017",12.2,"B","I11:264_T30:20","R1:3513"
"GHA","BB:3078","EAR_HUBL_SEX_NB","SEX_F","2017",9.98,"B","I11:264_T30:20","R1:3513"
"GMB","BA:7014","EAR_HUBL_SEX_NB","SEX_T","2018",26.62,"B","I11:264_T30:19","R1:3513"
"GMB","BA:7014","EAR_HUBL_SEX_NB","SEX_M","2018",26.43,"B","I11:264_T30:19","R1:3513"
"GMB","BA:7014","EAR_HUBL_SEX_NB","SEX_F","2018",27.1,"B","I11:264_T30:19","R1:3513"
"GRC","BA:317","EAR_HUBL_SEX_NB","SEX_T","2020",7.71,,"T30:178","R1:3513"
"GRC","BA:317","EAR_HUBL_SEX_NB","SEX_M","2020",7.41,,"T30:178","R1:3513"
"GRC","BA:317","EAR_HUBL_SEX_NB","SEX_F","2020",8.07,,"T30:178","R1:3513"
"GRC","BA:317","EAR_HUBL_SEX_NB","SEX_T","2019",7.53,,"T30:178","R1:3513"
"GRC","BA:317","EAR_HUBL_SEX_NB","SEX_M","2019",7.49,,"T30:178","R1:3513"
"GRC","BA:317","EAR_HUBL_SEX_NB","SEX_F","2019",7.57,,"T30:178","R1:3513"
"GRC","BA:317","EAR_HUBL_SEX_NB","SEX_T","2018",7.19,,"T30:178","R1:3513"
"GRC","BA:317","EAR_HUBL_SEX_NB","SEX_M","2018",7.15,,"T30:178","R1:3513"
"GRC","BA:317","EAR_HUBL_SEX_NB","SEX_F","2018",7.24,,"T30:178","R1:3513"
"GRC","BA:317","EAR_HUBL_SEX_NB","SEX_T","2017",7.24,,"T30:178","R1:3513"
"GRC","BA:317","EAR_HUBL_SEX_NB","SEX_M","2017",7.08,,"T30:178","R1:3513"
"GRC","BA:317","EAR_HUBL_SEX_NB","SEX_F","2017",7.42,,"T30:178","R1:3513"
"GRC","BA:317","EAR_HUBL_SEX_NB","SEX_T","2016",7.08,,"T30:178","R1:3513"
"GRC","BA:317","EAR_HUBL_SEX_NB","SEX_M","2016",6.98,,"T30:178","R1:3513"
"GRC","BA:317","EAR_HUBL_SEX_NB","SEX_F","2016",7.18,,"T30:178","R1:3513"
"GRC","BA:317","EAR_HUBL_SEX_NB","SEX_T","2015",7.09,,"T30:178","R1:3513"
"GRC","BA:317","EAR_HUBL_SEX_NB","SEX_M","2015",6.99,,"T30:178","R1:3513"
"GRC","BA:317","EAR_HUBL_SEX_NB","SEX_F","2015",7.22,,"T30:178","R1:3513"
"GUY","BA:1214","EAR_HUBL_SEX_NB","SEX_T","2019",510.78,,"T30:84","R1:3513"
"GUY","BA:1214","EAR_HUBL_SEX_NB","SEX_M","2019",497.53,,"T30:84","R1:3513"
"GUY","BA:1214","EAR_HUBL_SEX_NB","SEX_F","2019",522.83,,"T30:84","R1:3513"
"GUY","BA:1214","EAR_HUBL_SEX_NB","SEX_T","2018",476.52,"B","I11:264_T30:84","R1:3513"
"GUY","BA:1214","EAR_HUBL_SEX_NB","SEX_M","2018",475.35,"B","I11:264_T30:84","R1:3513"
"GUY","BA:1214","EAR_HUBL_SEX_NB","SEX_F","2018",477.61,"B","I11:264_T30:84","R1:3513"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_T","2023",124.45,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_M","2023",113,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_F","2023",133.65,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_T","2022",128.39,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_M","2022",117.8,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_F","2022",135.46,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_T","2021",287.57,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_M","2021",359.71,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_F","2021",241.9,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_T","2020",135.03,"B","I11:264_T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_M","2020",118.37,"B","I11:264_T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_F","2020",146.08,"B","I11:264_T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_T","2019",81.21,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_M","2019",81.63,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_F","2019",80.92,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_T","2018",80.94,"B","I11:264_T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_M","2018",75.58,"B","I11:264_T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_F","2018",85.14,"B","I11:264_T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_T","2017",79.9,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_M","2017",86.78,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_F","2017",74.71,,"T30:87","R1:3513_S3:9"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_T","2016",81.04,,"T30:87","R1:3513"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_M","2016",85.18,,"T30:87","R1:3513"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_F","2016",77.24,,"T30:87","R1:3513"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_T","2015",79.09,,"T30:87","R1:3513"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_M","2015",78.01,,"T30:87","R1:3513"
"HND","BX:504","EAR_HUBL_SEX_NB","SEX_F","2015",80.02,,"T30:87","R1:3513"
"IDN","BA:510","EAR_HUBL_SEX_NB","SEX_T","2022",21851.49,,"T30:122","R1:3513"
"IDN","BA:510","EAR_HUBL_SEX_NB","SEX_M","2022",23682.77,,"T30:122","R1:3513"
"IDN","BA:510","EAR_HUBL_SEX_NB","SEX_F","2022",19784.05,,"T30:122","R1:3513"
"IDN","BA:510","EAR_HUBL_SEX_NB","SEX_T","2019",22312.59,,"T30:122","R1:3513"
"IDN","BA:510","EAR_HUBL_SEX_NB","SEX_M","2019",23420.92,,"T30:122","R1:3513"
"IDN","BA:510","EAR_HUBL_SEX_NB","SEX_F","2019",20891.63,,"T30:122","R1:3513"
"IDN","BA:510","EAR_HUBL_SEX_NB","SEX_T","2016",19402.01,,"T30:122","R1:3513"
"IDN","BA:510","EAR_HUBL_SEX_NB","SEX_M","2016",19819.62,,"T30:122","R1:3513"
"IDN","BA:510","EAR_HUBL_SEX_NB","SEX_F","2016",18850.67,,"T30:122","R1:3513"
"JOR","BA:682","EAR_HUBL_SEX_NB","SEX_T","2022",2.63,,"T30:127","R1:3513"
"JOR","BA:682","EAR_HUBL_SEX_NB","SEX_M","2022",2.54,,"T30:127","R1:3513"
"JOR","BA:682","EAR_HUBL_SEX_NB","SEX_F","2022",2.93,,"T30:127","R1:3513"
"JOR","BA:682","EAR_HUBL_SEX_NB","SEX_T","2021",2.77,,"T30:127","R1:3513"
"JOR","BA:682","EAR_HUBL_SEX_NB","SEX_M","2021",2.63,,"T30:127","R1:3513"
"JOR","BA:682","EAR_HUBL_SEX_NB","SEX_F","2021",3.23,,"T30:127","R1:3513"
"JOR","BA:682","EAR_HUBL_SEX_NB","SEX_T","2020",2.85,,"T30:127","R1:3513"
"JOR","BA:682","EAR_HUBL_SEX_NB","SEX_M","2020",2.65,,"T30:127","R1:3513"
"JOR","BA:682","EAR_HUBL_SEX_NB","SEX_F","2020",3.54,,"T30:127","R1:3513"
"JOR","BA:682","EAR_HUBL_SEX_NB","SEX_T","2019",2.43,,"T30:127","R1:3513"
"JOR","BA:682","EAR_HUBL_SEX_NB","SEX_M","2019",2.39,,"T30:127","R1:3513"
"JOR","BA:682","EAR_HUBL_SEX_NB","SEX_F","2019",2.58,,"T30:127","R1:3513"
"JOR","BA:682","EAR_HUBL_SEX_NB","SEX_T","2018",2.43,,"T30:127","R1:3513"
"JOR","BA:682","EAR_HUBL_SEX_NB","SEX_M","2018",2.4,,"T30:127","R1:3513"
"JOR","BA:682","EAR_HUBL_SEX_NB","SEX_F","2018",2.54,,"T30:127","R1:3513"
"JOR","BA:682","EAR_HUBL_SEX_NB","SEX_T","2017",2.47,"B","I11:264_T30:127","R1:3513"
"JOR","BA:682","EAR_HUBL_SEX_NB","SEX_M","2017",2.44,"B","I11:264_T30:127","R1:3513"
"JOR","BA:682","EAR_HUBL_SEX_NB","SEX_F","2017",2.57,"B","I11:264_T30:127","R1:3513"
"KEN","BX:3465","EAR_HUBL_SEX_NB","SEX_T","2019",327.04,,"T30:24","R1:3513"
"KEN","BX:3465","EAR_HUBL_SEX_NB","SEX_M","2019",338.26,,"T30:24","R1:3513"
"KEN","BX:3465","EAR_HUBL_SEX_NB","SEX_F","2019",308.29,,"T30:24","R1:3513"
"KEN","BB:7021","EAR_HUBL_SEX_NB","SEX_T","2016",158.93,,"T30:24","R1:3513"
"KEN","BB:7021","EAR_HUBL_SEX_NB","SEX_M","2016",147.88,,"T30:24","R1:3513"
"KEN","BB:7021","EAR_HUBL_SEX_NB","SEX_F","2016",178.42,,"T30:24","R1:3513"
"KHM","BA:1321","EAR_HUBL_SEX_NB","SEX_T","2019",8651.94,"B","I11:264_T30:117","R1:3513"
"KHM","BA:1321","EAR_HUBL_SEX_NB","SEX_M","2019",8766.5,"B","I11:264_T30:117","R1:3513"
"KHM","BA:1321","EAR_HUBL_SEX_NB","SEX_F","2019",8423.33,"B","I11:264_T30:117","R1:3513"
"KHM","BB:3064","EAR_HUBL_SEX_NB","SEX_T","2021",7635.57,,"T30:117","R1:3513"
"KHM","BB:3064","EAR_HUBL_SEX_NB","SEX_M","2021",7338.29,,"T30:117","R1:3513"
"KHM","BB:3064","EAR_HUBL_SEX_NB","SEX_F","2021",8295.1,,"T30:117","R1:3513"
"KHM","BB:3064","EAR_HUBL_SEX_NB","SEX_T","2020",7865.73,,"T30:117","R1:3513"
"KHM","BB:3064","EAR_HUBL_SEX_NB","SEX_M","2020",7863.13,,"T30:117","R1:3513"
"KHM","BB:3064","EAR_HUBL_SEX_NB","SEX_F","2020",7871.81,,"T30:117","R1:3513"
"KHM","BB:3064","EAR_HUBL_SEX_NB","SEX_T","2016",4924.84,,"T30:117","R1:3513"
"KHM","BB:3064","EAR_HUBL_SEX_NB","SEX_M","2016",4871.52,,"T30:117","R1:3513"
"KHM","BB:3064","EAR_HUBL_SEX_NB","SEX_F","2016",5071.63,,"T30:117","R1:3513"
"KHM","BB:3064","EAR_HUBL_SEX_NB","SEX_T","2015",4285.75,,"T30:117","R1:3513"
"KHM","BB:3064","EAR_HUBL_SEX_NB","SEX_M","2015",4284.38,,"T30:117","R1:3513"
"KHM","BB:3064","EAR_HUBL_SEX_NB","SEX_F","2015",4289.46,,"T30:117","R1:3513"
"LAO","BA:6651","EAR_HUBL_SEX_NB","SEX_T","2022",14455.69,"B","I11:264_T30:133","R1:3513"
"LAO","BA:6651","EAR_HUBL_SEX_NB","SEX_M","2022",15139.29,"B","I11:264_T30:133","R1:3513"
"LAO","BA:6651","EAR_HUBL_SEX_NB","SEX_F","2022",13283.61,"B","I11:264_T30:133","R1:3513"
"LAO","BA:6651","EAR_HUBL_SEX_NB","SEX_T","2017",17879.55,"B","I11:264_T30:133","R1:3513"
"LAO","BA:6651","EAR_HUBL_SEX_NB","SEX_M","2017",18230.07,"B","I11:264_T30:133","R1:3513"
"LAO","BA:6651","EAR_HUBL_SEX_NB","SEX_F","2017",17247.59,"B","I11:264_T30:133","R1:3513"
"LBN","BA:14074","EAR_HUBL_SEX_NB","SEX_T","2019",10029.88,"B","I11:264_T30:134","R1:3513"
"LBN","BA:14074","EAR_HUBL_SEX_NB","SEX_M","2019",8693.44,"B","I11:264_T30:134","R1:3513"
"LBN","BA:14074","EAR_HUBL_SEX_NB","SEX_F","2019",13985.67,"B","I11:264_T30:134","R1:3513"
"LBR","BA:16","EAR_HUBL_SEX_NB","SEX_T","2017",7.11,"B","I11:264_T30:384","R1:3513"
"LBR","BA:16","EAR_HUBL_SEX_NB","SEX_M","2017",6.44,"B","I11:264_T30:384","R1:3513"
"LBR","BA:16","EAR_HUBL_SEX_NB","SEX_F","2017",9.89,"B","I11:264_T30:384","R1:3513"
"LBR","BB:7322","EAR_HUBL_SEX_NB","SEX_T","2016",170.09,,"T30:26","R1:3513"
"LBR","BB:7322","EAR_HUBL_SEX_NB","SEX_M","2016",200.52,,"T30:26","R1:3513"
"LBR","BB:7322","EAR_HUBL_SEX_NB","SEX_F","2016",93.24,,"T30:26","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_T","2022",314.81,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_M","2022",291.44,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_F","2022",341.04,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_T","2021",329.63,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_M","2021",293.21,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_F","2021",374.4,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_T","2020",297.16,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_M","2020",280.08,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_F","2020",319.93,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_T","2019",255.97,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_M","2019",255.08,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_F","2019",257.07,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_T","2018",282.28,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_M","2018",283.67,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_F","2018",280.51,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_T","2017",279.67,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_M","2017",220.64,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_F","2017",355.52,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_T","2016",213.51,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_M","2016",207.23,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_F","2016",221.61,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_T","2015",199.39,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_M","2015",186.4,,"T30:147","R1:3513"
"LKA","BA:1359","EAR_HUBL_SEX_NB","SEX_F","2015",216.36,,"T30:147","R1:3513"
"LSO","BA:15666","EAR_HUBL_SEX_NB","SEX_T","2019",42.28,,"T30:25","R1:3513"
"LSO","BA:15666","EAR_HUBL_SEX_NB","SEX_M","2019",41.63,,"T30:25","R1:3513"
"LSO","BA:15666","EAR_HUBL_SEX_NB","SEX_F","2019",42.93,,"T30:25","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_T","2023",37.54,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_M","2023",37.42,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_F","2023",37.59,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_T","2022",32.29,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_M","2022",32.57,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_F","2022",32.15,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_T","2021",29.47,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_M","2021",28.86,,"T30:193","R1:3513"
