"ref_area","source","indicator","sex","time","obs_value","obs_status","note_indicator","note_source"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_F","2021",29.79,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_T","2020",27.18,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_M","2020",27.26,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_F","2020",27.13,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_T","2019",24.75,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_M","2019",25.17,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_F","2019",24.52,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_T","2018",20.36,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_M","2018",21.39,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_F","2018",19.78,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_T","2017",18.34,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_M","2017",18.5,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_F","2017",18.25,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_T","2016",17.27,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_M","2016",17.2,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_F","2016",17.31,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_T","2015",16.93,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_M","2015",17.48,,"T30:193","R1:3513"
"MDA","BA:571","EAR_HUBL_SEX_NB","SEX_F","2015",16.63,,"T30:193","R1:3513"
"MDG","BA:7423","EAR_HUBL_SEX_NB","SEX_T","2015",1867.6,,"T30:28","R1:3513"
"MDG","BA:7423","EAR_HUBL_SEX_NB","SEX_M","2015",1811.38,,"T30:28","R1:3513"
"MDG","BA:7423","EAR_HUBL_SEX_NB","SEX_F","2015",1959.67,,"T30:28","R1:3513"
"MDV","BB:704","EAR_HUBL_SEX_NB","SEX_T","2019",67.43,,"T30:137","R1:3513"
"MDV","BB:704","EAR_HUBL_SEX_NB","SEX_M","2019",68.74,,"T30:137","R1:3513"
"MDV","BB:704","EAR_HUBL_SEX_NB","SEX_F","2019",65.98,,"T30:137","R1:3513"
"MDV","BB:704","EAR_HUBL_SEX_NB","SEX_T","2016",70.64,"B","I11:264_T30:137","R1:3513"
"MDV","BB:704","EAR_HUBL_SEX_NB","SEX_M","2016",78.24,"B","I11:264_T30:137","R1:3513"
"MDV","BB:704","EAR_HUBL_SEX_NB","SEX_F","2016",60.54,"B","I11:264_T30:137","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_T","2023",81.16,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_M","2023",80.21,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_F","2023",82.02,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_T","2022",75.19,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_M","2022",73.72,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_F","2022",76.52,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_T","2021",79.47,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_M","2021",77.79,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_F","2021",81.01,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_T","2020",78.8,"B","I11:264_T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_M","2020",75.51,"B","I11:264_T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_F","2020",81.99,"B","I11:264_T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_T","2019",63.29,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_M","2019",62.38,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_F","2019",64.15,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_T","2018",62.42,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_M","2018",62.4,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_F","2018",62.44,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_T","2017",60.28,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_M","2017",59.11,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_F","2017",61.42,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_T","2016",58.34,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_M","2016",57.02,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_F","2016",59.63,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_T","2015",56.56,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_M","2015",55.93,,"T30:90","R1:3513"
"MEX","BA:463","EAR_HUBL_SEX_NB","SEX_F","2015",57.19,,"T30:90","R1:3513"
"MHL","BB:14101","EAR_HUBL_SEX_NB","SEX_T","2019",5.36,,"T30:218","R1:3513"
"MHL","BB:14101","EAR_HUBL_SEX_NB","SEX_M","2019",4.89,,"T30:218","R1:3513"
"MHL","BB:14101","EAR_HUBL_SEX_NB","SEX_F","2019",6.46,,"T30:218","R1:3513"
"MLI","BA:219","EAR_HUBL_SEX_NB","SEX_T","2020",883.96,,"T30:30","R1:3513"
"MLI","BA:219","EAR_HUBL_SEX_NB","SEX_M","2020",960.71,,"T30:30","R1:3513"
"MLI","BA:219","EAR_HUBL_SEX_NB","SEX_F","2020",689.93,,"T30:30","R1:3513"
"MLI","BA:219","EAR_HUBL_SEX_NB","SEX_T","2018",899.29,,"T30:30","R1:3513"
"MLI","BA:219","EAR_HUBL_SEX_NB","SEX_M","2018",931.54,,"T30:30","R1:3513"
"MLI","BA:219","EAR_HUBL_SEX_NB","SEX_F","2018",767.28,,"T30:30","R1:3513"
"MLI","BA:219","EAR_HUBL_SEX_NB","SEX_T","2017",807.38,,"T30:30","R1:3513"
"MLI","BA:219","EAR_HUBL_SEX_NB","SEX_M","2017",846.92,,"T30:30","R1:3513"
"MLI","BA:219","EAR_HUBL_SEX_NB","SEX_F","2017",676.04,,"T30:30","R1:3513"
"MLI","BA:219","EAR_HUBL_SEX_NB","SEX_T","2016",726.3,,"T30:30","R1:3513"
"MLI","BA:219","EAR_HUBL_SEX_NB","SEX_M","2016",767.79,,"T30:30","R1:3513"
"MLI","BA:219","EAR_HUBL_SEX_NB","SEX_F","2016",597.46,,"T30:30","R1:3513"
"MLI","BA:219","EAR_HUBL_SEX_NB","SEX_T","2015",738.97,,"T30:30","R1:3513"
"MLI","BA:219","EAR_HUBL_SEX_NB","SEX_M","2015",709.99,,"T30:30","R1:3513"
"MLI","BA:219","EAR_HUBL_SEX_NB","SEX_F","2015",829.61,,"T30:30","R1:3513"
"MMR","BA:7009","EAR_HUBL_SEX_NB","SEX_T","2020",1597.87,,"T30:139","R1:3513_S3:6"
"MMR","BA:7009","EAR_HUBL_SEX_NB","SEX_M","2020",1538.97,,"T30:139","R1:3513_S3:6"
"MMR","BA:7009","EAR_HUBL_SEX_NB","SEX_F","2020",1641.02,,"T30:139","R1:3513_S3:6"
"MMR","BA:7009","EAR_HUBL_SEX_NB","SEX_T","2019",1187.15,,"T30:139","R1:3513"
"MMR","BA:7009","EAR_HUBL_SEX_NB","SEX_M","2019",1187.24,,"T30:139","R1:3513"
"MMR","BA:7009","EAR_HUBL_SEX_NB","SEX_F","2019",1187.09,,"T30:139","R1:3513"
"MMR","BA:7009","EAR_HUBL_SEX_NB","SEX_T","2018",1083.82,,"T30:139","R1:3513"
"MMR","BA:7009","EAR_HUBL_SEX_NB","SEX_M","2018",1053.49,,"T30:139","R1:3513"
"MMR","BA:7009","EAR_HUBL_SEX_NB","SEX_F","2018",1105.29,,"T30:139","R1:3513"
"MMR","BA:7009","EAR_HUBL_SEX_NB","SEX_T","2017",927.98,"B","I11:264_T30:139","R1:3513"
"MMR","BA:7009","EAR_HUBL_SEX_NB","SEX_M","2017",927.56,"B","I11:264_T30:139","R1:3513"
"MMR","BA:7009","EAR_HUBL_SEX_NB","SEX_F","2017",928.29,"B","I11:264_T30:139","R1:3513"
"MMR","BA:7009","EAR_HUBL_SEX_NB","SEX_T","2015",769.53,"B","I11:264_T30:139","R1:3513"
"MMR","BA:7009","EAR_HUBL_SEX_NB","SEX_M","2015",727.7,"B","I11:264_T30:139","R1:3513"
"MMR","BA:7009","EAR_HUBL_SEX_NB","SEX_F","2015",811.19,"B","I11:264_T30:139","R1:3513"
"MNG","BA:702","EAR_HUBL_SEX_NB","SEX_T","2022",6005.46,,"T30:138","R1:3513"
"MNG","BA:702","EAR_HUBL_SEX_NB","SEX_M","2022",6480.53,,"T30:138","R1:3513"
"MNG","BA:702","EAR_HUBL_SEX_NB","SEX_F","2022",5385.58,,"T30:138","R1:3513"
"MNG","BA:702","EAR_HUBL_SEX_NB","SEX_T","2021",4804.97,,"T30:138","R1:3513"
"MNG","BA:702","EAR_HUBL_SEX_NB","SEX_M","2021",5065.74,,"T30:138","R1:3513"
"MNG","BA:702","EAR_HUBL_SEX_NB","SEX_F","2021",4618.93,,"T30:138","R1:3513"
"MNG","BA:702","EAR_HUBL_SEX_NB","SEX_T","2020",4793.07,,"T30:138","R1:3513"
"MNG","BA:702","EAR_HUBL_SEX_NB","SEX_M","2020",4868.59,,"T30:138","R1:3513"
"MNG","BA:702","EAR_HUBL_SEX_NB","SEX_F","2020",4739.34,,"T30:138","R1:3513"
"MNG","BA:702","EAR_HUBL_SEX_NB","SEX_T","2019",4076.77,"B","I11:264_T30:138","R1:3513"
"MNG","BA:702","EAR_HUBL_SEX_NB","SEX_M","2019",4297.75,"B","I11:264_T30:138","R1:3513"
"MNG","BA:702","EAR_HUBL_SEX_NB","SEX_F","2019",3874.97,"B","I11:264_T30:138","R1:3513"
"MRT","BB:16077","EAR_HUBL_SEX_NB","SEX_T","2019",879.82,,"T30:398","R1:3513"
"MRT","BB:16077","EAR_HUBL_SEX_NB","SEX_M","2019",890.61,,"T30:398","R1:3513"
"MRT","BB:16077","EAR_HUBL_SEX_NB","SEX_F","2019",851.45,,"T30:398","R1:3513"
"MUS","BA:82","EAR_HUBL_SEX_NB","SEX_T","2019",206.01,,"T30:33","R1:3513_T2:85"
"MUS","BA:82","EAR_HUBL_SEX_NB","SEX_M","2019",198.82,,"T30:33","R1:3513_T2:85"
"MUS","BA:82","EAR_HUBL_SEX_NB","SEX_F","2019",218.48,,"T30:33","R1:3513_T2:85"
"MUS","BA:82","EAR_HUBL_SEX_NB","SEX_T","2018",232.72,,"T30:33","R1:3513_T2:85"
"MUS","BA:82","EAR_HUBL_SEX_NB","SEX_M","2018",229.17,,"T30:33","R1:3513_T2:85"
"MUS","BA:82","EAR_HUBL_SEX_NB","SEX_F","2018",238.69,,"T30:33","R1:3513_T2:85"
"MUS","BA:82","EAR_HUBL_SEX_NB","SEX_T","2017",210.25,,"T30:33","R1:3513_T2:85"
"MUS","BA:82","EAR_HUBL_SEX_NB","SEX_M","2017",209.98,,"T30:33","R1:3513_T2:85"
"MUS","BA:82","EAR_HUBL_SEX_NB","SEX_F","2017",210.75,,"T30:33","R1:3513_T2:85"
"MUS","BA:82","EAR_HUBL_SEX_NB","SEX_T","2016",229.91,,"T30:33","R1:3513_T2:85"
"MUS","BA:82","EAR_HUBL_SEX_NB","SEX_M","2016",223.36,,"T30:33","R1:3513_T2:85"
"MUS","BA:82","EAR_HUBL_SEX_NB","SEX_F","2016",244.03,,"T30:33","R1:3513_T2:85"
"MUS","BA:82","EAR_HUBL_SEX_NB","SEX_T","2015",220.69,,"T30:33","R1:3513_T2:85"
"MUS","BA:82","EAR_HUBL_SEX_NB","SEX_M","2015",208.14,,"T30:33","R1:3513_T2:85"
"MUS","BA:82","EAR_HUBL_SEX_NB","SEX_F","2015",247.04,,"T30:33","R1:3513_T2:85"
"NAM","BA:1468","EAR_HUBL_SEX_NB","SEX_T","2018",82.43,,"T30:35","R1:3513"
"NAM","BA:1468","EAR_HUBL_SEX_NB","SEX_M","2018",81.12,,"T30:35","R1:3513"
"NAM","BA:1468","EAR_HUBL_SEX_NB","SEX_F","2018",83.68,,"T30:35","R1:3513"
"NAM","BA:1468","EAR_HUBL_SEX_NB","SEX_T","2016",76.18,,"T30:35","R1:3513"
"NAM","BA:1468","EAR_HUBL_SEX_NB","SEX_M","2016",78.84,,"T30:35","R1:3513"
"NAM","BA:1468","EAR_HUBL_SEX_NB","SEX_F","2016",73.91,,"T30:35","R1:3513"
"NCL","BA:15961","EAR_HUBL_SEX_NB","SEX_T","2017",2130.59,,"T30:224","R1:3513"
"NCL","BA:15961","EAR_HUBL_SEX_NB","SEX_M","2017",2181.03,,"T30:224","R1:3513"
"NCL","BA:15961","EAR_HUBL_SEX_NB","SEX_F","2017",2084.23,,"T30:224","R1:3513"
"NPL","BA:1510","EAR_HUBL_SEX_NB","SEX_T","2017",137.42,"B","I11:264_T30:140","R1:3513"
"NPL","BA:1510","EAR_HUBL_SEX_NB","SEX_M","2017",144.93,"B","I11:264_T30:140","R1:3513"
"NPL","BA:1510","EAR_HUBL_SEX_NB","SEX_F","2017",121.52,"B","I11:264_T30:140","R1:3513"
"PAK","BA:538","EAR_HUBL_SEX_NB","SEX_T","2021",238.22,,"T30:142","R1:3513_S3:26"
"PAK","BA:538","EAR_HUBL_SEX_NB","SEX_M","2021",234.39,,"T30:142","R1:3513_S3:26"
"PAK","BA:538","EAR_HUBL_SEX_NB","SEX_F","2021",255.89,,"T30:142","R1:3513_S3:26"
"PAK","BA:538","EAR_HUBL_SEX_NB","SEX_T","2019",212.73,,"T30:142","R1:3513_S3:26"
"PAK","BA:538","EAR_HUBL_SEX_NB","SEX_M","2019",210.43,,"T30:142","R1:3513_S3:26"
"PAK","BA:538","EAR_HUBL_SEX_NB","SEX_F","2019",226.52,,"T30:142","R1:3513_S3:26"
"PAK","BA:538","EAR_HUBL_SEX_NB","SEX_T","2018",187.37,,"T30:142","R1:3513_S3:26"
"PAK","BA:538","EAR_HUBL_SEX_NB","SEX_M","2018",187.41,,"T30:142","R1:3513_S3:26"
"PAK","BA:538","EAR_HUBL_SEX_NB","SEX_F","2018",187.11,,"T30:142","R1:3513_S3:26"
"PAK","BA:538","EAR_HUBL_SEX_NB","SEX_T","2015",156.75,,"T30:142","R1:3513"
"PAK","BA:538","EAR_HUBL_SEX_NB","SEX_M","2015",156.29,,"T30:142","R1:3513"
"PAK","BA:538","EAR_HUBL_SEX_NB","SEX_F","2015",160.13,,"T30:142","R1:3513"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_T","2023",7.51,,"T30:94","R1:3513_S3:21"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_M","2023",7.6,,"T30:94","R1:3513_S3:21"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_F","2023",7.44,,"T30:94","R1:3513_S3:21"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_T","2021",9.01,"B","I11:264_T30:94","R1:3513_S3:21"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_M","2021",8.5,"B","I11:264_T30:94","R1:3513_S3:21"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_F","2021",9.44,"B","I11:264_T30:94","R1:3513_S3:21"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_T","2020",9,"B","I11:264_T30:94","R1:3513_S3:19"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_M","2020",8.85,"B","I11:264_T30:94","R1:3513_S3:19"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_F","2020",9.11,"B","I11:264_T30:94","R1:3513_S3:19"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_T","2019",7.29,,"T30:94","R1:3513_S3:19"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_M","2019",7.56,,"T30:94","R1:3513_S3:19"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_F","2019",7.04,,"T30:94","R1:3513_S3:19"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_T","2018",7.32,,"T30:94","R1:3513_S3:19"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_M","2018",7.69,,"T30:94","R1:3513_S3:19"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_F","2018",6.98,,"T30:94","R1:3513_S3:19"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_T","2017",6.91,,"T30:94","R1:3513_S3:19"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_M","2017",6.79,,"T30:94","R1:3513_S3:19"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_F","2017",7.01,,"T30:94","R1:3513_S3:19"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_T","2016",6.17,,"T30:94","R1:3513_S3:19"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_M","2016",6.42,,"T30:94","R1:3513_S3:19"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_F","2016",5.95,,"T30:94","R1:3513_S3:19"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_T","2015",5.83,,"T30:94","R1:3513_S3:19"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_M","2015",6.37,,"T30:94","R1:3513_S3:19"
"PAN","BA:511","EAR_HUBL_SEX_NB","SEX_F","2015",5.33,,"T30:94","R1:3513_S3:19"
"PAN","BX:16113","EAR_HUBL_SEX_NB","SEX_T","2022",7.32,,"T30:94","R1:3513_S3:21"
"PAN","BX:16113","EAR_HUBL_SEX_NB","SEX_M","2022",7.3,,"T30:94","R1:3513_S3:21"
"PAN","BX:16113","EAR_HUBL_SEX_NB","SEX_F","2022",7.34,,"T30:94","R1:3513_S3:21"
"PER","BA:16208","EAR_HUBL_SEX_NB","SEX_T","2023",15.5,"B","I11:264_T30:96","R1:3513"
"PER","BA:16208","EAR_HUBL_SEX_NB","SEX_M","2023",15.45,"B","I11:264_T30:96","R1:3513"
"PER","BA:16208","EAR_HUBL_SEX_NB","SEX_F","2023",15.56,"B","I11:264_T30:96","R1:3513"
"PER","BA:16208","EAR_HUBL_SEX_NB","SEX_T","2022",14.19,"B","I11:264_T30:96","R1:3513"
"PER","BA:16208","EAR_HUBL_SEX_NB","SEX_M","2022",14.17,"B","I11:264_T30:96","R1:3513"
"PER","BA:16208","EAR_HUBL_SEX_NB","SEX_F","2022",14.21,"B","I11:264_T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_T","2021",16.45,,"T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_M","2021",16.47,,"T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_F","2021",16.44,,"T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_T","2020",15.75,"B","I11:264_T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_M","2020",15.68,"B","I11:264_T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_F","2020",15.83,"B","I11:264_T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_T","2019",15.03,,"T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_M","2019",14.99,,"T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_F","2019",15.07,,"T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_T","2018",14.21,,"T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_M","2018",14.2,,"T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_F","2018",14.23,,"T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_T","2017",13.05,,"T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_M","2017",12.84,,"T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_F","2017",13.31,,"T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_T","2016",12.3,,"T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_M","2016",12.75,,"T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_F","2016",11.76,,"T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_T","2015",11.44,,"T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_M","2015",11.64,,"T30:96","R1:3513"
"PER","BX:375","EAR_HUBL_SEX_NB","SEX_F","2015",11.19,,"T30:96","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_T","2022",159.99,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_M","2022",148.32,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_F","2022",169.59,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_T","2021",156.62,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_M","2021",145.17,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_F","2021",166.12,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_T","2020",170.27,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_M","2020",155.27,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_F","2020",183.05,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_T","2019",147.62,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_M","2019",138.68,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_F","2019",154.89,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_T","2018",136.26,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_M","2018",127.26,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_F","2018",143.97,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_T","2017",130,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_M","2017",117.15,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_F","2017",141.18,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_T","2016",127.75,"B","I11:264_T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_M","2016",115.03,"B","I11:264_T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_F","2016",139.14,"B","I11:264_T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_T","2015",127.31,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_M","2015",116.76,,"T30:143","R1:3513"
"PHL","BA:629","EAR_HUBL_SEX_NB","SEX_F","2015",136.63,,"T30:143","R1:3513"
"PRY","BX:14043","EAR_HUBL_SEX_NB","SEX_T","2023",33627.31,,"T30:95","R1:3513"
"PRY","BX:14043","EAR_HUBL_SEX_NB","SEX_M","2023",32956.95,,"T30:95","R1:3513"
"PRY","BX:14043","EAR_HUBL_SEX_NB","SEX_F","2023",34239.5,,"T30:95","R1:3513"
"PRY","BX:14043","EAR_HUBL_SEX_NB","SEX_T","2022",30833.57,,"T30:95","R1:3513"
"PRY","BX:14043","EAR_HUBL_SEX_NB","SEX_M","2022",30579.7,,"T30:95","R1:3513"
"PRY","BX:14043","EAR_HUBL_SEX_NB","SEX_F","2022",31079.97,,"T30:95","R1:3513"
"PRY","BX:14043","EAR_HUBL_SEX_NB","SEX_T","2021",31201.93,,"T30:95","R1:3513"
"PRY","BX:14043","EAR_HUBL_SEX_NB","SEX_M","2021",30125.05,,"T30:95","R1:3513"
"PRY","BX:14043","EAR_HUBL_SEX_NB","SEX_F","2021",32184.7,,"T30:95","R1:3513"
"PRY","BX:14043","EAR_HUBL_SEX_NB","SEX_T","2019",31617.88,,"T30:95","R1:3513"
"PRY","BX:14043","EAR_HUBL_SEX_NB","SEX_M","2019",30448.34,,"T30:95","R1:3513"
"PRY","BX:14043","EAR_HUBL_SEX_NB","SEX_F","2019",32793.48,,"T30:95","R1:3513"
"PRY","BX:14043","EAR_HUBL_SEX_NB","SEX_T","2018",29502.42,,"T30:95","R1:3513"
"PRY","BX:14043","EAR_HUBL_SEX_NB","SEX_M","2018",28993.44,,"T30:95","R1:3513"
"PRY","BX:14043","EAR_HUBL_SEX_NB","SEX_F","2018",30036.72,,"T30:95","R1:3513"
"PRY","BX:14043","EAR_HUBL_SEX_NB","SEX_T","2017",25733.67,,"T30:95","R1:3513"
"PRY","BX:14043","EAR_HUBL_SEX_NB","SEX_M","2017",25424.57,,"T30:95","R1:3513"
"PRY","BX:14043","EAR_HUBL_SEX_NB","SEX_F","2017",26049.66,,"T30:95","R1:3513"
"PRY","BX:534","EAR_HUBL_SEX_NB","SEX_T","2016",21749.63,,"T30:95","R1:3513"
"PRY","BX:534","EAR_HUBL_SEX_NB","SEX_M","2016",21618.94,,"T30:95","R1:3513"
"PRY","BX:534","EAR_HUBL_SEX_NB","SEX_F","2016",21880.8,,"T30:95","R1:3513"
"PRY","BX:534","EAR_HUBL_SEX_NB","SEX_T","2015",21638.65,,"T30:95","R1:3513"
"PRY","BX:534","EAR_HUBL_SEX_NB","SEX_M","2015",21505.57,,"T30:95","R1:3513"
"PRY","BX:534","EAR_HUBL_SEX_NB","SEX_F","2015",21766.86,,"T30:95","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_T","2022",19.55,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_M","2022",18.36,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_F","2022",22.29,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_T","2021",18.4,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_M","2021",17.41,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_F","2021",20.75,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_T","2020",20.13,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_M","2020",17.96,,"T30:157","R1:3513"
