"ref_area","source","indicator","sex","classif1","time","obs_value","obs_status","note_indicator","note_source"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2023",8.83,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2023",4.18,"P","T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2022",195.12,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2022",7.41,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2022",3.54,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2022",174.42,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2022",6.62,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2022",3.16,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2022",214.09,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2022",8.13,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2022",3.88,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2021",211.66,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2021",8.1,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2021",3.7,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2021",186.08,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2021",7.12,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2021",3.25,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2021",235.38,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2021",9.01,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2021",4.11,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2020",235.79,,"I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2020",9.33,,"I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2020",4.17,,"I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2020",213.67,,"I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2020",8.45,,"I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2020",3.78,,"I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2020",257.1,,"I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2020",10.17,,"I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2020",4.55,,"I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2019",164.2,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2019",6.66,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2019",3.2,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2019",150.52,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2019",6.1,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2019",2.93,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2019",176.04,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2019",7.14,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2019",3.43,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2018",157.28,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2018",6.38,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2018",3.18,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2018",148,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2018",6,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2018",2.99,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2018",165.8,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2018",6.72,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2018",3.35,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2017",143.89,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2017",5.9,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2017",3.03,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2017",125.25,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2017",5.14,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2017",2.63,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2017",160.84,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2017",6.59,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2017",3.38,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2016",125.37,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2016",5.37,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2016",2.72,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2016",107.4,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2016",4.6,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2016",2.33,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2016",143.14,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2016",6.13,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2016",3.11,,"T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2015",126.94,,"I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2015",5.51,,"I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2015",2.82,,"I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2015",107.36,,"I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2015",4.66,,"I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2015",2.38,,"I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2015",145.08,,"I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2015",6.3,,"I11:264_T30:76","R1:3513"
"DOM","BA:13413","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2015",3.22,,"I11:264_T30:76","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2022",20.91,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2022",4.66,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2022",1.09,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2022",20.88,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2022",4.65,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2022",1.09,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2022",20.99,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2022",4.68,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2022",1.1,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2021",21.16,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2021",4.97,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2021",1.35,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2021",20.87,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2021",4.91,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2021",1.33,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2021",21.76,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2021",5.11,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2021",1.39,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2020",19.98,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2020",4.72,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2020",1.27,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2020",19.97,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2020",4.72,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2020",1.27,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2020",20,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2020",4.72,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2020",1.27,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2019",22.69,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2019",5.56,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2019",1.35,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2019",23.16,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2019",5.68,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2019",1.38,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2019",21.55,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2019",5.28,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2019",1.29,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2018",13.55,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2018",3.56,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2018",0.76,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2018",13.92,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2018",3.66,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2018",0.78,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2018",12.75,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2018",3.35,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2018",0.72,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2017",14.7,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2017",4.31,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2017",0.83,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2017",15.06,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2017",4.42,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2017",0.85,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2017",13.9,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2017",4.08,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2017",0.78,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2016",13.24,,"I11:264_T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2016",5.01,,"I11:264_T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2016",1.32,,"I11:264_T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2016",13.45,,"I11:264_T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2016",5.09,,"I11:264_T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2016",1.34,,"I11:264_T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2016",12.71,,"I11:264_T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2016",4.81,,"I11:264_T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2016",1.27,,"I11:264_T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2015",11.47,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2015",4.9,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2015",1.49,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2015",11.68,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2015",4.99,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2015",1.52,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2015",10.99,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2015",4.7,,"T30:15","R1:3513"
"EGY","BA:582","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2015",1.43,,"T30:15","R1:3513"
"ETH","BA:1126","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2021",37.32,,"T30:17","R1:3513"
"ETH","BA:1126","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2021",2.41,,"T30:17","R1:3513"
"ETH","BA:1126","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2021",0.85,,"T30:17","R1:3513"
"ETH","BA:1126","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2021",38.98,,"T30:17","R1:3513"
"ETH","BA:1126","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2021",2.52,,"T30:17","R1:3513"
"ETH","BA:1126","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2021",0.89,,"T30:17","R1:3513"
"ETH","BA:1126","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2021",34.39,,"T30:17","R1:3513"
"ETH","BA:1126","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2021",2.22,,"T30:17","R1:3513"
"ETH","BA:1126","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2021",0.79,,"T30:17","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2020",15.32,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2020",18.69,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2020",17.49,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2020",16.72,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2020",20.41,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2020",19.1,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2020",14.5,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2020",17.7,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2020",16.57,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2019",15.1,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2019",18.45,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2019",16.91,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2019",16.53,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2019",20.2,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2019",18.51,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2019",14.24,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2019",17.4,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2019",15.94,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2018",14.96,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2018",17.8,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2018",17.67,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2018",15.48,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2018",18.41,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2018",18.28,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2018",14.66,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2018",17.43,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2018",17.31,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2017",14.36,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2017",16.93,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2017",16.22,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2017",15.23,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2017",17.96,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2017",17.2,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_LCU","2017",13.84,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_PPP","2017",16.32,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_F","CUR_TYPE_USD","2017",15.63,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2016",14.53,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2016",17.15,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2016",16.08,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_LCU","2016",15.44,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_PPP","2016",18.23,,"T30:175","R1:3513"
"FRA","BA:148","EAR_4HPS_SEX_CUR_NB","SEX_M","CUR_TYPE_USD","2016",17.09,,"T30:175","R1:3513"
